261.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
226.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
151.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
307.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
139.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
380.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
50.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
222.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
137.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
293.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
146.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
312.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
353.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
38.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
342.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
181.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
172.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
99.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
208.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
365.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
1666.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
577.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
137.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
314.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
160.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
212.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
616.000,1.000,999.000,0.000,1.000,1.100,93.994,-36.400,4.857,5191.000,0.000
